,SMILES,NFAs name ,HOMO,LUMO,Eg,Jsc,Voc,FF,PCE,reference
592,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(SC(/C=C4C(=O)C5=C(C=CC=C5)C4=C(C#N)C#N)=C3)C3=C2C2=C(O3)C(C3=CC=C(CC(CC)CCCC)S3)=C3C(=C2C2=CC=C(CC(CC)CCCC)S2)OC2=C3C(C3=CC=C(CCCCCC)C=C3)(C3=CC=C(CCCCCC)C=C3)C3=C2SC(/C=C2C(=O)C4=C(C=CC=C4)C2=C(C#N)C#N)=C3)C=C1,BFHIC,-5.61,-3.83,,15.9,0.97,0.558,8.7,"K. Wang, J. Chen, J. Hu, X. Guo, M. Zhang, Y. Li, A small molecule acceptor with a heptacyclic benzodi(thienocyclopentafuran) central unit achieving 13.4% efficiency in polymer solar cells with low energy loss, J. Mater. Chem. C. 9 (2021) 2744–2751. https://doi.org/10.1039/D0TC05539E."
593,CCCCCCCCCCC1(CCCCCCCCCC)C2=C(C=CC(C3=C(F)C=C(C#CC4=CC=C5C(=O)N(CC(CC)CCCC)C(=O)C6=CC=CC4=C65)C4=NSN=C43)=C2)C2C=CC(C3=C(F)C=C(C#CC4=CC=C5C(=O)N(CC(CC)CCCC)C(=O)C6=CCCC4=C56)C4=NSN=C43)=CC21,BYG-1,-5.89,-3.4,,12.95,1.08,0.62,8.67,"H. Chen, D. Hu, Q. Yang, J. Gao, J. Fu, K. Yang, H. He, S. Chen, Z. Kan, T. Duan, C. Yang, J. Ouyang, Z. Xiao, K. Sun, S. Lu, All-Small-Molecule Organic Solar Cells with an Ordered Liquid Crystalline Donor, Joule. 3 (2019) 3034–3047. https://doi.org/10.1016/j.joule.2019.09.009."
594,CCCCC(CC)CC1(CC(CC)CCCC)C2=C(SC(/C=C3C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)=C2)C2=C1C=C(C1=CC=C(C3=CC4=C(S3)C3=C(C=C(/C=C5C(=O)C6=C(C=C(Cl)C(Cl)=C6)C5=C(C#N)C#N)S3)C4(CC(CC)CCCC)CC(CC)CCCC)C3=NSN=C13)S2,BT-CL,-5.5,-3.74,1.31,17.85,0.79,0.6105,8.65,"B.-S. Lu, Y. Zhang, T.-Y. Hu, Y.-F. Ma, Y.-N. Zhu, D.-W. Liu, Z.-Q. Zhang, E. Wang, W. Ma, H.-L. Zhang, Non-fullerene acceptors based on multiple non-covalent interactions for low cost and air stable organic solar cells, Org. Electron. 93 (2021) 106132. https://doi.org/10.1016/j.orgel.2021.106132."
595,CCCCC(CC)CC1(CC(CC)CCCC)C2=CC3=C(C=C2C2=C1C=C(C1=CC=C(/C=C4C(=O)C5=C(C=CC=C5)C4=C(C#N)C#N)[Se]1)S2)C(CC(CC)CCCC)(CC(CC)CCCC)C1=C3SC(C2=CC=C(/C=C3C(=O)C4=C(C=CC=C4)C3=C(C#N)C#N)[Se]2)=C1,IDT2SeC2C4,-5.3,-3.91,1.44,16.91,0.88,0.585,8.65,"X. Zhang, Q. Wang, Z. Liang, M. Li, Y. Geng, Low-bandgap non-fullerene acceptors based on selenophene π spacer and alkylated indaceno[1,2-b:5,6-b′]dithiophene for organic solar cells, Org. Electron. 69 (2019) 200–207. https://doi.org/10.1016/j.orgel.2019.03.038."
596,CCCCCCC1(CCCCCC)C2=C(C=C(/C=C3C(=O)C4=C(C=CC(F)=C4)C3=C(C#N)C#N)S2)C2=C(OC)C3=C(C4=C(SC(/C=C5C(=O)C6=C(C=C(F)C=C6)C5=C(C#N)C#N)=C4)C3(CCCCCC)CCCCCC)C(OC)=C21,Y-MODF,-5.81,-3.9,,12.3,0.984,0.7155,8.63,"H. Huang, X. Li, S. Chen, B. Qiu, J. Du, L. Meng, Z. Zhang, C. Yang, Y. Li, Enhanced performance of ternary organic solar cells with a wide bandgap acceptor as the third component, J. Mater. Chem. A. 7 (2019) 27423–27431. https://doi.org/10.1039/C9TA09268D."
597,CCCCC(CC)CC1=C(F)C=C(C2=C3C=C(C4=CC5=C(S4)C4=C(C=C(/C=C6C(=O)C7=C(C=C(F)C(F)=C7)C6=C(C#N)C#N)S4)C5(CC(CC)CCCC)CC(CC)CCCC)SC3=C(C3=CC(F)=C(CC(CC)CCCC)S3)C3=C2SC(C2=CC4=C(S2)C2=C(C=C(/C=C5C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S2)C4(CC(CC)CCCC)CC(CC)CCCC)=C3)S1,F-BDTC-4F,-5.54,-3.89,1.47,16.93,0.862,0.591,8.62,"Y. Wang, S. Liu, H. Gao, L. Wang, W. Wang, B. Zhao, H. Wu, C. Gao, Synergistic halogenation of backbone and end group for high-performance non-fused acceptors based organic solar cells, Dyes Pigments. (2022) 110178. https://doi.org/10.1016/j.dyepig.2022.110178."
598,O=C(C(C=CC=C1)=C1C/2=C(C#N)C#N)C2=C/C3=CC(CC(CC)CCCC)=C(C4=CC5=C(C6=CC(C7(C8=CC=C(CCCCCC)C=C8)C9=CC=C(CCCCCC)C=C9)=C(C%10=C7C=C(C%11=C(CC(CC)CCCC)C=C(/C=C%12C(C(C=CC=C%13)=C%13C\%12=C(C#N)/C#N)=O)S%11)[Se]%10)C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)[Se]4)S3,ID-Se-IC,-5.45,-3.79,1.52,15.2,0.91,0.62,8.6,"Y. Li, L. Zhong, F.-P. Wu, Y. Yuan, H.-J. Bin, Z.-Q. Jiang, Z. Zhang, Z.-G. Zhang, Y. Li, L.-S. Liao, Non-fullerene polymer solar cells based on a selenophene-containing fused-ring acceptor with photovoltaic performance of 8.6%, Energy Environ. Sci. 9 (2016) 3429–3435. https://doi.org/10.1039/C6EE00315J."
599,CCCCC(CC)COC1=C(OCC(CC)CCCC)C(C2=CC3=C(S2)C2=C(CC(/C=C4C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)S2)C3(CC(CC)CCCC)CC(CC)CCCC)=C2N=CC=NC2=C1C1=CC2=C(S1)C1=C(C=C(/C=C3C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)S1)C2(CC(CC)CCCC)CC(CC)CCCC,QCIC1,-5.53,-3.8,1.41,18.81,0.822,0.555,8.58,"S. Ye, S. Chen, S. Li, Y. Pan, X. Xia, W. Fu, L. Zuo, X. Lu, M. Shi, H. Chen, Synergistic Effects of Chlorination and Branched Alkyl Side Chain on the Photovoltaic Properties of Simple Non-Fullerene Acceptors with Quinoxaline as the Core, ChemSusChem. 14 (2021) 3599–3606. https://doi.org/10.1002/cssc.202100689."
600,CCCCCCCCC1(CCCCCCCC)C2=CC3=C(C=C2C2=C1C=C1C(=C2)C(CCCCCCCC)(CCCCCCCC)C2=C1SC(/C=C1C(=O)C4=C(C=CC=C4)C1=C(C#N)C#N)=C2)C(CCCCCCCC)(CCCCCCCC)C1=C3C=C2C(=C1)C1=C(C=C(/C=C3C(=O)C4=C(C=CC=C4)C3=C(C#N)C#N)S1)C2(CCCCCCCC)CCCCCCCC,TfIF-IC-C8,-5.63,-3.8,1.7,13.21,0.97,0.667,8.57,"J. Jia, G. Liu, T. Jia, Z. Wang, K. Lin, Y. Li, F. Huang, Y. Cao, Fused nonacyclic electron acceptors with additional alkyl side chains for efficient polymer solar cells, Org. Electron. 68 (2019) 151–158. https://doi.org/10.1016/j.orgel.2019.01.052."
601,CCCCCCCCC(CCCCCCCC)N1C2=C(SC(/C=C3C(=O)C4=C(C=C(Cl)C(Cl)=C4)C3=C(C#N)C#N)=C2)C2=C1C=C(C1=C(OC(CC)CCCC)C=C(C3=CC(CCCCCC)=C(/C=C4C(=O)C5=CC(Cl)=C(Cl)C=C5C4=C(C#N)C#N)S3)C(OC(CC)CCCC)=C1)S2,DBT-EH,-5.62,-3.97,1.36,18.95,0.83,0.543,8.54,"J. Cao, H. Wang, L. Yang, F. Du, J. Yu, W. Tang, Chlorinated unfused acceptor enabling 13.57% efficiency and 73.39% fill factor organic solar cells via fine-tuning alkoxyl chains on benzene core, Chem. Eng. J. 427 (2022) 131828. https://doi.org/10.1016/j.cej.2021.131828."
602,O=C(C(C=CC=C1)=C1C/2=C(C#N)C#N)C2=C/C3=CN=C(C4=CC5=C(C6=C(C5(C7=CC=C(CCCCCC)C=C7)C8=CC=C(CCCCCC)C=C8)C=C(C9=C%10C=C(C%11=NC=C(/C=C%12C(C(C=CC=C%13)=C%13C\%12=C(C#N)/C#N)=O)S%11)S9)C(C%10(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)=C6)S4)S3,IDT-Tz1:1,-5.62,-3.96,1.66,13.67,0.88,0.708,8.52,"S. Yu, Y. Chen, L. Yang, P. Ye, J. Wu, J. Yu, S. Zhang, Y. Gao, H. Huang, Significant enhancement of photovoltaic performance through introducing S?N conformational locks, J. Mater. Chem. A. 5 (2017) 21674–21678. https://doi.org/10.1039/C7TA05774A."
603,CCCCC(CC)CC1(CC(CC)CCCC)C2=C(SC(/C=C3C(=O)C4=C(C=C(Cl)C(Cl)=C4)C3=C(C#N)C#N)=C2)C2=C1C=C(C1=CC(F)=C(C3=CC4=C(S3)C3=C(C=C(/C=C5C(=O)C6=C(C=C(Cl)C(Cl)=C6)C5=C(C#N)C#N)S3)C4(CC(CC)CCCC)CC(CC)CCCC)C=C1F)S2,HC-PCIC,-5.54,-3.87,,17.53,0.73,0.6908,8.52,"S. Li, L. Zhan, C. Sun, H. Zhu, G. Zhou, W. Yang, M. Shi, C.-Z. Li, J. Hou, Y. Li, H. Chen, Highly Efficient Fullerene-Free Organic Solar Cells Operate at Near Zero Highest Occupied Molecular Orbital Offsets, J. Am. Chem. Soc. 141 (2019) 3073–3082. https://doi.org/10.1021/jacs.8b12126."
604,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(S3)C(CCCCCC)=C(C=C3C(=O)N(CC)C(=S)N(CC)C3=O)S2)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(C=C2C(=O)N(CC)C(=S)N(CC)C2=O)=C3)C=C1,C6-IDTT-T,-5.71,-3.78,1.82,14.42,1.052,0.561,8.51,"T. Xia, C. Li, H.S. Ryu, X. Sun, H.Y. Woo, Y. Sun, Asymmetrically Alkyl-Substituted Wide-Bandgap Nonfullerene Acceptor for Organic Solar Cells, Sol. RRL. 4 (2020) 2000061. https://doi.org/10.1002/solr.202000061."
605,O=C(C(C=CC=C1)=C1C/2=C(C#N)C#N)C2=C/C3=CC4=C(S3)C5=C(C6=CC(C7(C8=CC=C(COCCOC)C=C8)C9=CC=C(COCCOC)C=C9)=C(C%10=C7C(SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)/C#N)=O)=C%13)=C%13S%10)C=C6C5(C%14=CC=C(COCCOC)C=C%14)C%15=CC=C(COCCOC)C=C%15)S4,ITIC-OE,-5.67,-4.04,1.57,14.8,0.85,0.67,8.5,"X. Liu, B. Xie, C. Duan, Z. Wang, B. Fan, K. Zhang, B. Lin, F.J.M. Colberts, W. Ma, R.A.J. Janssen, F. Huang, Y. Cao, A high dielectric constant non-fullerene acceptor for efficient bulk-heterojunction organic solar cells, J. Mater. Chem. A. 6 (2018) 395–403. https://doi.org/10.1039/C7TA10136H."
606,O=C(C(C=CC=C1)=C1C/2=C(C#N)C#N)C2=C/C3=CC4=C(S3)C5=C(C6=CC(C7(C8=CC=C(COCCOC)C=C8)C9=CC=C(COCCOC)C=C9)=C(C%10=C7C(SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)/C#N)=O)=C%13)=C%13S%10)C=C6C5(C%14=CC=C(COCCOC)C=C%14)C%15=CC=C(COCCOC)C=C%15)S4,CI-ITIC,-5.67,-4.03,1.57,14.8,0.85,0.67,8.5,"X. Liu, B. Xie, C. Duan, Z. Wang, B. Fan, K. Zhang, B. Lin, F.J.M. Colberts, W. Ma, R.A.J. Janssen, F. Huang, Y. Cao, A high dielectric constant non-fullerene acceptor for efficient bulk-heterojunction organic solar cells, J. Mater. Chem. A. 6 (2018) 395–403. https://doi.org/10.1039/C7TA10136H."
607,CCCCCCCCCCC(CCCCCC)N1N=C2C(=N1)C(C1=CC3=C(S1)C1=C(C=C(/C=C4C(=O)C5=C(C=CC=C5)C4=C(C#N)C#N)S1)C3(CC(CC)CCCC)CC(CC)CCCC)=C(F)C(F)=C2C1=CC2=C(S1)C1=C(C=C(/C=C3C(=O)C4=C(C=CC=C4)C3=C(C#N)C#N)S1)C2(CC(CC)CCCC)CC(CC)CCCC,BTC6-0F,-5.47,-3.71,1.48,17.99,0.87,0.542,8.49,"J. Huang, C.-Y. Gao, X.-H. Fan, X. Zhu, L.-M. Yang, A–D–C–D–A type non-fullerene acceptors based on the benzotriazole (BTA) unfused core for organic solar cells, New J. Chem. 45 (2021) 12802–12807. https://doi.org/10.1039/D1NJ01978C."
608,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(/C=C2C(=O)C5=C(C=CC(F)=C5)C2=C(C#N)C#N)S3)C2(C3=C(C=CC=C3)OC3=C2C=CC=C3)C2=C4C=C3C(=C2)C2=C(C=C(/C=C4C(=O)C5=C(C=CC(F)=C5)C4=C(C#N)C#N)S2)C3(C2=CC=C(CCCCCC)C=C2)C2=CC=C(CCCCCC)C=C2)C=C1,TSFX-4F,-5.82,-4.04,1.67,15.48,0.83,0.6616,8.47,"D. Yang, Q. Ma, X. Li, S. Chen, J. Zhang, C. Yang, L. Meng, Y. Li, Two new A-D-A type small molecule acceptors based on C2v-symmetric dithienocyclopentaspiro[fluorene-9,9′-xanthene] core for polymer solar cells, Org. Electron. 92 (2021) 106120. https://doi.org/10.1016/j.orgel.2021.106120."
609,O=C1N(C(CCC)CCC)C(C2=C(C1C=C3)C4=C3C(C=CC5C(N(C(CCC)CCC)C6=O)=O)=C(C5=C6C(C(S7)=CC8=C7C(C9=CC=C(C%10=CC%11=C(C=CC(C(N(C(CCC)CCC)C%12=O)=O)=C%13C%12C=C%14)C%13=C%14C(C=CC%15C(N%16C(CCC)CCC)=O)=C%11C%15=C%10C%16=O)S9)=C(C=C(C(C(C(N%17C(CCC)CCC)=O)=C%18C(C=CC%19=C%18%20)C%17=O)=CC%20=C%21C=CC%22=C%23C(C=CC%19=C%23%21)C(N(C%22=O)C(CCC)CCC)=O)S%24)C%24=C8C%25=CC=C(C(C(C(N%26C(CCC)CCC)=O)=C%27C(C=CC%28=C%27%29)C%26=O)=CC%29=C%30C=CC%31=C%32C(C=CC%28=C%32%30)C(N(C%31=O)C(CCC)CCC)=O)S%25)=C%33)C%33=C4C=C2)=O,TPB,-5.71,-3.89,2.14,17.9,0.79,0.58,8.47,"Q. Wu, D. Zhao, A.M. Schneider, W. Chen, L. Yu, Covalently Bound Clusters of Alpha-Substituted PDI—Rival Electron Acceptors to Fullerene for Organic Solar Cells, J. Am. Chem. Soc. 138 (2016) 7248–7251. https://doi.org/10.1021/jacs.6b03562."
610,O=C1C2=C(C=C(Cl)C(Cl)=C2)C(/C1=C/C3=CC(C(C4=CC=C(OCC(CC)CCCC)C=C4)(C5=CC=C(OCC(CC)CCCC)C=C5)C6=C7C=CC(C6=C8)=CC9=C8C=CC%10=C9C(C%11=CC=C(OCC(CC)CCCC)C=C%11)(C%12=CC=C(OCC(CC)CCCC)C=C%12)C%13=C%10SC(/C=C%14/C(C(C=C(Cl)C(Cl)=C%15)=C%15C%14=O)=C(C#N)/C#N)=C%13)=C7S3)=C(C#N)C#N,FPIC,-5.75,-3.97,1.63,15.3,0.755,0.731,8.45,"G. Cai, P. Xue, Z. Chen, T. Li, K. Liu, W. Ma, J. Lian, P. Zeng, Y. Wang, R.P.S. Han, X. Zhan, High-Performance Mid-Bandgap Fused-Pyrene Electron Acceptor, Chem. Mater. 31 (2019) 6484–6490. https://doi.org/10.1021/acs.chemmater.8b04668."
611,CCCCC(CC)CC1(CC(CC)CCCC)C2=C(SC(/C=C3C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)=C2)C2=C1C=C(C1=C(F)C(F)=C(C3=CC4=C(S3)C3=C(C=C(/C=C5C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S3)C4(CC(CC)CCCC)CC(CC)CCCC)C3=NSN=C31)S2,BT2F-IC4F,-5.98,-4.31,1.38,19.43,0.67,0.647,8.45,"Y. Wang, Z. Liu, X. Cui, C. Wang, H. Lu, Y. Liu, Z. Fei, Z. Ma, Z. Bo, Small molecule acceptors with a ladder-like core for high-performance organic solar cells with low non-radiative energy losses, J. Mater. Chem. A. 8 (2020) 12495–12501. https://doi.org/10.1039/D0TA03683H."
612,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(C2=C(OCC(CC)CCCC)C(/C=C/C=C5C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)=CS2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=C(OCC(CC)CCCC)C(/C=C/C=C4C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)=CS3)=C2)C=C1,i-V-4F,-5.49,-3.55,1.32,19.56,0.751,0.574,8.44,"B. Zhao, W. Wang, Z. Cong, L. Wang, H. Wu, S. Liu, C. Gao, Efficient and Stable Nonfullerene Polymer Solar Cell Enabled by a Narrow-Bandgap, Nonplanar, Small-Molecule Acceptor with an Extended Main Chain, ACS Appl. Energy Mater. 4 (2021) 4119–4128. https://doi.org/10.1021/acsaem.1c00467."
613,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)OC3=C(SC4=C3SC3=C4OC(C4=CC=C(CCCCCC)C=C4)(C4=CC=C(CCCCCC)C=C4)C4=C3SC(/C=C3C(=O)C5=C(C=CC=C5)C3=C(C#N)C#N)=C4)C3=C2C=C(/C=C2C(=O)C4=C(C=CC=C4)C2=C(C#N)C#N)S3)C=C1,COi6IC,-5.57,-3.86,1.37,17.45,0.82,0.59,8.43,"T. Li, H. Zhang, Z. Xiao, J.J. Rech, H. Niu, W. You, L. Ding, A carbon–oxygen-bridged hexacyclic ladder-type building block for low-bandgap nonfullerene acceptors, Mater. Chem. Front. 2 (2018) 700–703. https://doi.org/10.1039/C8QM00004B."
614,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(C=C4SC(/C=C5C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)=CC4=C3)C3=C2C2=C(S3)C3=C(S2)C2=C(C=C4C=C(/C=C5C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)SC4=C2)C3(C2=CC=C(CCCCCC)C=C2)C2=CC=C(CCCCCC)C=C2)C=C1,IHBT-2F,-5.46,-4.18,,18.2,0.699,0.662,8.42,"Y. Xu, H. Jiang, T.-K. Lau, J. Zhu, J. Wang, X. Lu, X. Zhan, Y. Lin, Fused thienobenzene-thienothiophene electron acceptors for organic solar cells, J. Energy Chem. 37 (2019) 58–65. https://doi.org/10.1016/j.jechem.2018.12.002."
615,CCCCCCCCC1(CCCCCCCC)C2=CC3=C(C=C2C2=C1C=C(/C=C1C(=O)C4=C(C=C(F)C=C4)C1=C(C#N)C#N)S2)C(CCCCCCCC)(CCCCCCCC)C1=C3SC(/C=C2C(=O)C3=C(C=CC(F)=C3)C2=C(C#N)C#N)=C1,IDIC8-F,-5.51,-3.82,,15.21,0.864,0.641,8.42,"C. Liu, N. Qiu, Y. Sun, X. Ke, H. Zhang, C. Li, X. Wan, Y. Chen, All-Small-Molecule Organic Solar Cells Based on a Fluorinated Small Molecule Donor With High Open-Circuit Voltage of 1.07 V, Front. Chem. 8 (2020) 329. https://doi.org/10.3389/fchem.2020.00329."
616,CCCCCCSC1=C(SCCCCCC)S/C(S1)=C/C2=CC=C(C3=CC4=C(C=C3)C(C=CC(C5=CC=C(/C=C6SC(SCCCCCC)=C(SCCCCCC)S6)C7=NSN=C57)=C8)=C8C4(CCCCCCCCCC)CCCCCCCCCC)C9=NSN=C29,BAF-4CN,-5.71,-3.55,2.16,15.52,0.77,0.707,8.4,"Suman, V. Gupta, A. Bagui, S.P. Singh, Molecular Engineering of Highly Efficient Small Molecule Nonfullerene Acceptor for Organic Solar Cells, Adv. Funct. Mater. 27 (2017) 1603820. https://doi.org/10.1002/adfm.201603820."
617,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(C=CC(C4=CC=C(C5=CC=C(/C=C6/SC(=S)N(CC)C6O)C6=NSN=C56)S4)=C3)C3=C2C=C(C2=CC=C(/C=C4/SC(=S)N(CC)C4=O)C4=NSN=C24)S3)C=C1,TIDT-BT-R2,-5.25,-3.65,,13.1,1.04,0.639,8.4,"W. Bai, X. Xu, Q. Li, Y. Xu, Q. Peng, Efficient Nonfullerene Polymer Solar Cells Enabled by Small-Molecular Acceptors with a Decreased Fused-Ring Core, Small Methods. 2 (2018) 1700373. https://doi.org/10.1002/smtd.201700373."
618,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(C5=CC=C(C=C(C#N)C#N)C6=NSN=C56)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(C2=CC=C(C=C(C#N)C#N)C4=NSN=C24)=C3)C=C1,IDTTBM,,,,15.5,0.83,0.63,8.4,"M.A. Alamoudi, J.I. Khan, Y. Firdaus, K. Wang, D. Andrienko, P.M. Beaujuge, F. Laquai, Impact of Nonfullerene Acceptor Core Structure on the Photophysics and Efficiency of Polymer Solar Cells, ACS Energy Lett. 3 (2018) 802–811. https://doi.org/10.1021/acsenergylett.8b00045."
619,O=C(C(C=CC=C1)=C1C/2=C(C#N)C#N)C2=C/C3=CC(C(OC)=O)=C(C4=CC5=C(C6=CC(C7(C8=CC=C(CCCCCC)C=C8)C9=CC=C(CCCCCC)C=C9)=C(C%10=C7C=C(C%11=C(C(OC)=O)C=C(/C=C%12C(C(C=CC=C%13)=C%13C\%12=C(C#N)/C#N)=O)S%11)S%10)C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)S4)S3,6(IDT-3MT)1:1,-5.68,-4.16,1.52,14.43,0.95,0.613,8.4,"S.H. Park, G.E. Park, S. Choi, Y.U. Kim, S.Y. Park, C.G. Park, M.J. Cho, D.H. Choi, Effect of a methyl thiophene-3-carboxylate bridge in an indacenodithiophene-based acceptor–donor–acceptor-type molecule on the performance of non-fullerene polymer solar cells, J. Mater. Chem. C. 6 (2018) 7549–7556. https://doi.org/10.1039/C8TC01508B."
620,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(C2=CC=C(/C=C5SC(=S)N(COF)C5=O)C5=NSN=C25)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=CC=C(/C=C4SC(=S)N(COC)C4=O)C4=NSN=C34)=C2)C=C1,IDT-BT-RO,-5.33,-3.74,,13.46,0.89,0.6103,8.4,"L.-M. Tang, J. Xiao, W.-Y. Bai, Q.-Y. Li, H.-C. Wang, M.-S. Miao, H.-L. Yip, Y.-X. Xu, End-chain effects of non-fullerene acceptors on polymer solar cells, Org. Electron. 64 (2019) 1–6. https://doi.org/10.1016/j.orgel.2018.10.005."
621,CCCCC(CC)CC1=C2C(=O)C3=C(C4=CC5=C(S4)C4=C(C=C(/C=C6C(=O)C7=C(C=C(F)C(F)=C7)C6=C(C#N)C#N)S4)C5(CC(CC)CCCC)CC(CC)CCCC)SC(C4=CC5=C(S4)C4=C(C=C(/C=C6C(=O)C7=C(C=C(F)C(F)=C7)C6=C(C#N)C#N)S4)C5(CC(CC)CCCC)CC(CC)CCCC)=C3C(=O)C2=C(CC(CC)CCCC)S1,BDDEH-4F,-5.57,-3.94,1.41,18.58,0.89,0.5067,8.39,"Z. Wu, Y. Chen, L. Zhang, D. Yuan, R. Qiu, S. Deng, H. Liu, Z. Zhang, J. Chen, A ligand-free direct heteroarylation approach for benzodithiophenedione-based simple small molecular acceptors toward high efficiency polymer solar cells, J. Mater. Chem. A. 9 (2021) 3314–3321. https://doi.org/10.1039/D0TA12288B."
622,CCCCC(CC)CC1(CC(CC)CCCC)C2=C(SC(/C=C3C(=O)C4=CC5=CC(F)=C(F)C=C5C=C4C3=C(C#N)C#N)=C2)C2=C1C=C(C1=C(F)C(OC)=C(C3=CC4=C(S3)C3=C(C=C(/C=C5C(=O)C6=CC7=CC(F)=C(F)C=C7C=C6C5=C(C#N)C#N)S3)C4(CC(CC)CCCC)CC(CC)CCCC)C(F)=C1OC)S2,HFO–PCIC,-5.5,-3.81,1.48,12.62,0.93,0.7099,8.36,"S. Li, L. Zhan, W. Zhao, S. Zhang, B. Ali, Z. Fu, T.-K. Lau, X. Lu, M. Shi, C.-Z. Li, J. Hou, H. Chen, Revealing the effects of molecular packing on the performances of polymer solar cells based on A–D–C–D–A type non-fullerene acceptors, J. Mater. Chem. A. 6 (2018) 12132–12141. https://doi.org/10.1039/C8TA03753A."
623,CCCCCCCCC1=C(/C=C2C(=O)C3=CSC=C3C2=C(C#N)C#N)SC2=C1SC(C1=CC3=C(C=C1)C1=C(C4=C(S1)C(CCCCCCCC)=C(/C=C1C(=O)C5=CSC=C5C1=C(C#N)C#N)S4)C3(C1=CC=C(CCCCCC)C=C1)C1=CC=C(CC3=CC=C4C=C5C=CC(C)=CC5=CC4=C3)C=C1)=C2,ITOTC,-5.66,-3.87,1.61,15.1,0.94,0.5882,8.35,"M. Zhang, Y. Ma, Q. Zheng, Asymmetric indenothienothiophene-based unfused core for A-D-A type nonfullerene acceptors, Dyes Pigments. 180 (2020) 108495. https://doi.org/10.1016/j.dyepig.2020.108495."
624,CCCCCCCCC(CCCCCC)COC1=CC(C2=CC3=C(S2)C2=C(C=C(/C=C4C(=O)C5=CC(F)=C(F)C=C5C4=C(C#N)C#N)S2)N3C(CCCCCCCC)CCCCCCCC)=C(OCC(CCCCCC)CCCCCCCC)C=C1C1=CC2=C(S1)C1=C(C=C(/C=C3C(=O)C4=CC(F)=C(F)C=C4C3=C(C#N)C#N)S1)N2C(CCCCCCCC)CCCCCCCC,DBD-4F,-5.55,-3.74,1.38,15.92,0.88,0.5952,8.34,"J. Cao, S. Qu, L. Yang, H. Wang, F. Du, J. Yu, W. Tang, Asymmetric simple unfused acceptor enabling over 12% efficiency organic solar cells, Chem. Eng. J. 412 (2021) 128770. https://doi.org/10.1016/j.cej.2021.128770."
625,CCCCCCCCC1=CC2=C(/C=C3C(=O)C4=C(C=CC=C4)C3=C(C#N)C#N)SC(C3=CC=C4C(=C3)C(CCCCCCCC)(CCCCCCCC)C3=C4C=CC(C4=C5SC(CCCCCCCC)=CC5=C(/C=C5C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)S4)=C3)=C2S1,NFTI,-5.46,-3.77,1.57,16.22,0.898,0.57,8.34,"H. Fan, T. Vergote, S. Xu, S. Chen, C. Yang, X. Zhu, A thieno[3,4-b]thiophene linker enables a low-bandgap fluorene-cored molecular acceptor for efficient non-fullerene solar cells, Mater. Chem. Front. 2 (2018) 760–767. https://doi.org/10.1039/C7QM00585G."
